Unicorn_Purple,2020-01-13 09:32:00,3
Unicorn_Purple,2020-01-13 09:31:00,3
Unicorn_Purple,2020-01-13 09:30:00,10
Unicorn_Purple,2020-01-13 09:29:00,14
Unicorn_Purple,2020-01-13 09:28:00,18
Unicorn_Purple,2020-01-13 09:27:00,21
Unicorn_Purple,2020-01-13 09:26:00,22
Unicorn_Purple,2020-01-13 09:25:00,21
Unicorn_Purple,2020-01-13 09:24:00,19
Unicorn_Purple,2020-01-13 09:23:00,15
Unicorn_Purple,2020-01-13 09:22:00,11
Unicorn_Purple,2020-01-13 09:21:00,9
Unicorn_Purple,2020-01-13 09:20:00,4
Unicorn_Purple,2020-01-13 09:19:00,5
Unicorn_Purple,2020-01-13 09:18:00,6
Unicorn_Purple,2020-01-13 09:17:00,6
Unicorn_Purple,2020-01-13 09:16:00,7
Unicorn_Purple,2020-01-13 09:15:00,7
Unicorn_Purple,2020-01-13 09:14:00,6
Unicorn_Purple,2020-01-13 09:13:00,6
Unicorn_Purple,2020-01-13 09:12:00,5
Unicorn_Purple,2020-01-13 09:11:00,5
Unicorn_Purple,2020-01-13 09:10:00,4
Unicorn_Purple,2020-01-13 09:09:00,4
Unicorn_Purple,2020-01-13 09:08:00,4
Unicorn_Purple,2020-01-13 09:07:00,4
Unicorn_Purple,2020-01-13 09:06:00,4
Unicorn_Purple,2020-01-13 09:05:00,4
Unicorn_Purple,2020-01-13 09:04:00,3
Unicorn_Purple,2020-01-13 09:03:00,3
Unicorn_Purple,2020-01-13 09:02:00,2
Unicorn_Purple,2020-01-13 09:01:00,2
Unicorn_Purple,2020-01-13 09:00:00,12
Unicorn_Purple,2020-01-13 08:59:00,17
Unicorn_Purple,2020-01-13 08:58:00,22
Unicorn_Purple,2020-01-13 08:57:00,26
Unicorn_Purple,2020-01-13 08:56:00,27
Unicorn_Purple,2020-01-13 08:55:00,26
Unicorn_Purple,2020-01-13 08:54:00,22
Unicorn_Purple,2020-01-13 08:53:00,17
Unicorn_Purple,2020-01-13 08:52:00,12
Unicorn_Purple,2020-01-13 08:51:00,8
Unicorn_Purple,2020-01-13 08:50:00,2
Unicorn_Purple,2020-01-13 08:49:00,2
Unicorn_Purple,2020-01-13 08:48:00,2
Unicorn_Purple,2020-01-13 08:47:00,3
Unicorn_Purple,2020-01-13 08:46:00,3
Unicorn_Purple,2020-01-13 08:45:00,3
Unicorn_Purple,2020-01-13 08:44:00,3
Unicorn_Purple,2020-01-13 08:43:00,2
Unicorn_Purple,2020-01-13 08:42:00,2
Unicorn_Purple,2020-01-13 08:41:00,2
Unicorn_Purple,2020-01-13 08:40:00,1
Unicorn_Purple,2020-01-13 08:39:00,1
Unicorn_Purple,2020-01-13 08:38:00,2
Unicorn_Purple,2020-01-13 08:37:00,2
Unicorn_Purple,2020-01-13 08:36:00,2
Unicorn_Purple,2020-01-13 08:35:00,2
Unicorn_Purple,2020-01-13 08:34:00,1
Unicorn_Purple,2020-01-13 08:33:00,1
Unicorn_Purple,2020-01-13 08:32:00,1
Unicorn_Purple,2020-01-13 08:31:00,1
Unicorn_Pink,2020-01-13 12:30:00,89
Unicorn_Pink,2020-01-13 12:29:00,94
Unicorn_Pink,2020-01-13 12:28:00,99
Unicorn_Pink,2020-01-13 12:27:00,102
Unicorn_Pink,2020-01-13 12:26:00,104
Unicorn_Pink,2020-01-13 12:25:00,104
Unicorn_Pink,2020-01-13 12:24:00,103
Unicorn_Pink,2020-01-13 12:23:00,100
Unicorn_Pink,2020-01-13 12:22:00,96
Unicorn_Pink,2020-01-13 12:21:00,91
Unicorn_Pink,2020-01-13 12:20:00,79
Unicorn_Pink,2020-01-13 12:19:00,82
Unicorn_Pink,2020-01-13 12:18:00,84
Unicorn_Pink,2020-01-13 12:17:00,84
Unicorn_Pink,2020-01-13 12:16:00,83
Unicorn_Pink,2020-01-13 12:15:00,82
Unicorn_Pink,2020-01-13 12:14:00,79
Unicorn_Pink,2020-01-13 12:13:00,75
Unicorn_Pink,2020-01-13 12:12:00,70
Unicorn_Pink,2020-01-13 12:11:00,65
Unicorn_Pink,2020-01-13 12:10:00,56
Unicorn_Pink,2020-01-13 12:09:00,58
Unicorn_Pink,2020-01-13 12:08:00,59
Unicorn_Pink,2020-01-13 12:07:00,60
Unicorn_Pink,2020-01-13 12:06:00,61
Unicorn_Pink,2020-01-13 12:05:00,60
Unicorn_Pink,2020-01-13 12:04:00,60
Unicorn_Pink,2020-01-13 12:03:00,58
Unicorn_Pink,2020-01-13 12:02:00,57
Unicorn_Pink,2020-01-13 12:01:00,54
Unicorn_Pink,2020-01-13 12:00:00,49
Unicorn_Pink,2020-01-13 11:59:00,52
Unicorn_Pink,2020-01-13 11:58:00,55
Unicorn_Pink,2020-01-13 11:57:00,57
Unicorn_Pink,2020-01-13 11:56:00,59
Unicorn_Pink,2020-01-13 11:55:00,59
Unicorn_Pink,2020-01-13 11:54:00,59
Unicorn_Pink,2020-01-13 11:53:00,58
Unicorn_Pink,2020-01-13 11:52:00,57
Unicorn_Pink,2020-01-13 11:51:00,54
Unicorn_Pink,2020-01-13 11:50:00,48
Unicorn_Pink,2020-01-13 11:49:00,50
Unicorn_Pink,2020-01-13 11:48:00,50
Unicorn_Pink,2020-01-13 11:47:00,50
Unicorn_Pink,2020-01-13 11:46:00,50
Unicorn_Pink,2020-01-13 11:45:00,49
Unicorn_Pink,2020-01-13 11:44:00,47
Unicorn_Pink,2020-01-13 11:43:00,44
Unicorn_Pink,2020-01-13 11:42:00,41
Unicorn_Pink,2020-01-13 11:41:00,38
Unicorn_Pink,2020-01-13 11:40:00,33
Unicorn_Pink,2020-01-13 11:39:00,33
Unicorn_Pink,2020-01-13 11:38:00,33
Unicorn_Pink,2020-01-13 11:37:00,33
Unicorn_Pink,2020-01-13 11:36:00,33
Unicorn_Pink,2020-01-13 11:35:00,33
Unicorn_Pink,2020-01-13 11:34:00,33
Unicorn_Pink,2020-01-13 11:33:00,32
Unicorn_Pink,2020-01-13 11:32:00,31
Unicorn_Pink,2020-01-13 11:31:00,30
Unicorn_Pink,2020-01-13 11:30:00,27
Unicorn_Pink,2020-01-13 11:29:00,29
Unicorn_Pink,2020-01-13 11:28:00,31
Unicorn_Pink,2020-01-13 11:27:00,33
Unicorn_Pink,2020-01-13 11:26:00,34
Unicorn_Pink,2020-01-13 11:25:00,35
Unicorn_Pink,2020-01-13 11:24:00,35
Unicorn_Pink,2020-01-13 11:23:00,35
Unicorn_Pink,2020-01-13 11:22:00,35
Unicorn_Pink,2020-01-13 11:21:00,34
Unicorn_Pink,2020-01-13 11:20:00,31
Unicorn_Pink,2020-01-13 11:19:00,32
Unicorn_Pink,2020-01-13 11:18:00,32
Unicorn_Pink,2020-01-13 11:17:00,32
Unicorn_Pink,2020-01-13 11:16:00,32
Unicorn_Pink,2020-01-13 11:15:00,31
Unicorn_Pink,2020-01-13 11:14:00,30
Unicorn_Pink,2020-01-13 11:13:00,28
Unicorn_Pink,2020-01-13 11:12:00,26
Unicorn_Pink,2020-01-13 11:11:00,24
Unicorn_Pink,2020-01-13 11:10:00,21
Unicorn_Pink,2020-01-13 11:09:00,20
Unicorn_Pink,2020-01-13 11:08:00,20
Unicorn_Pink,2020-01-13 11:07:00,20
Unicorn_Pink,2020-01-13 11:06:00,19
Unicorn_Pink,2020-01-13 11:05:00,19
Unicorn_Pink,2020-01-13 11:04:00,18
Unicorn_Pink,2020-01-13 11:03:00,18
Unicorn_Pink,2020-01-13 11:02:00,17
Unicorn_Pink,2020-01-13 11:01:00,17
Unicorn_Pink,2020-01-13 11:00:00,16
Unicorn_Pink,2020-01-13 10:59:00,17
Unicorn_Pink,2020-01-13 10:58:00,18
Unicorn_Pink,2020-01-13 10:57:00,19
Unicorn_Pink,2020-01-13 10:56:00,20
Unicorn_Pink,2020-01-13 10:55:00,21
Unicorn_Pink,2020-01-13 10:54:00,21
Unicorn_Pink,2020-01-13 10:53:00,22
Unicorn_Pink,2020-01-13 10:52:00,22
Unicorn_Pink,2020-01-13 10:51:00,22
Unicorn_Pink,2020-01-13 10:50:00,20
Unicorn_Pink,2020-01-13 10:49:00,21
Unicorn_Pink,2020-01-13 10:48:00,21
Unicorn_Pink,2020-01-13 10:47:00,21
Unicorn_Pink,2020-01-13 10:46:00,21
Unicorn_Pink,2020-01-13 10:45:00,21
Unicorn_Pink,2020-01-13 10:44:00,20
Unicorn_Pink,2020-01-13 10:43:00,19
Unicorn_Pink,2020-01-13 10:42:00,18
Unicorn_Pink,2020-01-13 10:41:00,16
Unicorn_Pink,2020-01-13 10:40:00,14
Unicorn_Pink,2020-01-13 10:39:00,14
Unicorn_Pink,2020-01-13 10:38:00,13
Unicorn_Pink,2020-01-13 10:37:00,13
Unicorn_Pink,2020-01-13 10:36:00,12
Unicorn_Pink,2020-01-13 10:35:00,12
Unicorn_Pink,2020-01-13 10:34:00,11
Unicorn_Pink,2020-01-13 10:33:00,11
Unicorn_Pink,2020-01-13 10:32:00,10
Unicorn_Pink,2020-01-13 10:31:00,10
Unicorn_Pink,2020-01-13 10:30:00,9
Unicorn_Pink,2020-01-13 10:29:00,10
Unicorn_Pink,2020-01-13 10:28:00,10
Unicorn_Pink,2020-01-13 10:27:00,11
Unicorn_Pink,2020-01-13 10:26:00,12
Unicorn_Pink,2020-01-13 10:25:00,12
Unicorn_Pink,2020-01-13 10:24:00,13
Unicorn_Pink,2020-01-13 10:23:00,13
Unicorn_Pink,2020-01-13 10:22:00,14
Unicorn_Pink,2020-01-13 10:21:00,14
Unicorn_Pink,2020-01-13 10:20:00,13
Unicorn_Pink,2020-01-13 10:19:00,14
Unicorn_Pink,2020-01-13 10:18:00,14
Unicorn_Pink,2020-01-13 10:17:00,14
Unicorn_Pink,2020-01-13 10:16:00,14
Unicorn_Pink,2020-01-13 10:15:00,14
Unicorn_Pink,2020-01-13 10:14:00,14
Unicorn_Pink,2020-01-13 10:13:00,13
Unicorn_Pink,2020-01-13 10:12:00,12
Unicorn_Pink,2020-01-13 10:11:00,12
Unicorn_Pink,2020-01-13 10:10:00,10
Unicorn_Pink,2020-01-13 10:09:00,9
Unicorn_Pink,2020-01-13 10:08:00,9
Unicorn_Pink,2020-01-13 10:07:00,9
Unicorn_Pink,2020-01-13 10:06:00,8
Unicorn_Pink,2020-01-13 10:05:00,8
Unicorn_Pink,2020-01-13 10:04:00,7
Unicorn_Pink,2020-01-13 10:03:00,7
Unicorn_Pink,2020-01-13 10:02:00,6
Unicorn_Pink,2020-01-13 10:01:00,6
Unicorn_Pink,2020-01-13 10:00:00,5
Unicorn_Pink,2020-01-13 09:59:00,6
Unicorn_Pink,2020-01-13 09:58:00,6
Unicorn_Pink,2020-01-13 09:57:00,6
Unicorn_Pink,2020-01-13 09:56:00,7
Unicorn_Pink,2020-01-13 09:55:00,7
Unicorn_Pink,2020-01-13 09:54:00,8
Unicorn_Pink,2020-01-13 09:53:00,8
Unicorn_Pink,2020-01-13 09:52:00,8
Unicorn_Pink,2020-01-13 09:51:00,9
Unicorn_Pink,2020-01-13 09:50:00,8
Unicorn_Pink,2020-01-13 09:49:00,8
Unicorn_Pink,2020-01-13 09:48:00,9
Unicorn_Pink,2020-01-13 09:47:00,9
Unicorn_Pink,2020-01-13 09:46:00,9
Unicorn_Pink,2020-01-13 09:45:00,9
Unicorn_Pink,2020-01-13 09:44:00,9
Unicorn_Pink,2020-01-13 09:43:00,9
Unicorn_Pink,2020-01-13 09:42:00,9
Unicorn_Pink,2020-01-13 09:41:00,8
Unicorn_Pink,2020-01-13 09:40:00,7
Unicorn_Pink,2020-01-13 09:39:00,6
Unicorn_Pink,2020-01-13 09:38:00,6
Unicorn_Pink,2020-01-13 09:37:00,6
Unicorn_Pink,2020-01-13 09:36:00,5
Unicorn_Pink,2020-01-13 09:35:00,5
Unicorn_Pink,2020-01-13 09:34:00,5
Unicorn_Pink,2020-01-13 09:33:00,4
Unicorn_Pink,2020-01-13 09:32:00,4
Unicorn_Pink,2020-01-13 09:31:00,4
Unicorn_Pink,2020-01-13 09:30:00,3
Unicorn_Pink,2020-01-13 09:29:00,3
Unicorn_Pink,2020-01-13 09:28:00,3
Unicorn_Pink,2020-01-13 09:27:00,3
Unicorn_Pink,2020-01-13 09:26:00,4
Unicorn_Pink,2020-01-13 09:25:00,4
Unicorn_Pink,2020-01-13 09:24:00,4
Unicorn_Pink,2020-01-13 09:23:00,4
Unicorn_Pink,2020-01-13 09:22:00,5
Unicorn_Pink,2020-01-13 09:21:00,5
Unicorn_Pink,2020-01-13 09:20:00,4
Unicorn_Pink,2020-01-13 09:19:00,5
Unicorn_Pink,2020-01-13 09:18:00,5
Unicorn_Pink,2020-01-13 09:17:00,5
Unicorn_Pink,2020-01-13 09:16:00,5
Unicorn_Pink,2020-01-13 09:15:00,5
Unicorn_Pink,2020-01-13 09:14:00,5
Unicorn_Pink,2020-01-13 09:13:00,5
Unicorn_Pink,2020-01-13 09:12:00,5
Unicorn_Pink,2020-01-13 09:11:00,5
Unicorn_Pink,2020-01-13 09:10:00,4
Unicorn_Pink,2020-01-13 09:09:00,4
Unicorn_Pink,2020-01-13 09:08:00,4
Unicorn_Pink,2020-01-13 09:07:00,3
Unicorn_Pink,2020-01-13 09:06:00,3
Unicorn_Pink,2020-01-13 09:05:00,3
Unicorn_Pink,2020-01-13 09:04:00,3
Unicorn_Pink,2020-01-13 09:03:00,3
Unicorn_Pink,2020-01-13 09:02:00,2
Unicorn_Pink,2020-01-13 09:01:00,2
Unicorn_Pink,2020-01-13 09:00:00,2
Unicorn_Pink,2020-01-13 08:59:00,2
Unicorn_Pink,2020-01-13 08:58:00,2
Unicorn_Pink,2020-01-13 08:57:00,2
Unicorn_Pink,2020-01-13 08:56:00,2
Unicorn_Pink,2020-01-13 08:55:00,2
Unicorn_Pink,2020-01-13 08:54:00,2
Unicorn_Pink,2020-01-13 08:53:00,2
Unicorn_Pink,2020-01-13 08:52:00,2
Unicorn_Pink,2020-01-13 08:51:00,2
Unicorn_Pink,2020-01-13 08:50:00,2
Unicorn_Pink,2020-01-13 08:49:00,2
Unicorn_Pink,2020-01-13 08:48:00,2
Unicorn_Pink,2020-01-13 08:47:00,2
Unicorn_Pink,2020-01-13 08:46:00,2
Unicorn_Pink,2020-01-13 08:45:00,2
Unicorn_Pink,2020-01-13 08:44:00,2
Unicorn_Pink,2020-01-13 08:43:00,2
Unicorn_Pink,2020-01-13 08:42:00,2
Unicorn_Pink,2020-01-13 08:41:00,2
Unicorn_Pink,2020-01-13 08:40:00,1
Unicorn_Pink,2020-01-13 08:39:00,1
Unicorn_Pink,2020-01-13 08:38:00,1
Unicorn_Pink,2020-01-13 08:37:00,1
Unicorn_Pink,2020-01-13 08:36:00,1
Unicorn_Pink,2020-01-13 08:35:00,1
Unicorn_Pink,2020-01-13 08:34:00,1
Unicorn_Pink,2020-01-13 08:33:00,1
Unicorn_Pink,2020-01-13 08:32:00,1
Unicorn_Pink,2020-01-13 08:31:00,1
